,channel_type,country,date,e_m_earnings,e_y_earnings,grade,sub_change,sub_last30,subs,uploads,video_view,view_change,view_last30,youtuber,e_m_lower,e_m_upper,e_y_lower,e_y_upper,age,v_per_view,age_cate
86,Comedy,IN,2018-06-15,$6.2K - $99.2K,$74.4K - $1.2M,B+,,0,328006,198,122693101,41,24805650,Yakshadi Raj,6200.0,99200.0,74400.0,1200000.0,0,619662.1262626263,0
87,Comedy,MX,2014-04-03,$6.6K - $105.5K,$79.1K - $1.3M,B+,48.0,179769,5827561,319,784861082,13,26364300,PelucheEn ElEstuche,6600.0,105500.0,79100.0,1300000.0,4,2460379.5673981193,1
88,Comedy,AU,2015-12-04,$5.9K - $93.7K,$70.2K - $1.1M,B+,33.0,102114,428970,148,87381706,41,23412540,GioFilms,5900.0,93700.0,70200.0,1100000.0,3,590416.9324324324,0
89,Comedy,MA,2013-02-12,$5.2K - $83.6K,$62.7K - $1M,B+,16.0,81920,1948180,105,652703879,16,20906970,Baraka lBaraka,5200.0,83600.0,62700.0,1000000.0,5,6216227.419047619,1
90,Comedy,US,2013-09-02,$7.8K - $124.5K,$93.4K - $1.5M,B+,67.0,153803,16568926,148,1948602800,34,31123500,Liza Koshy,7800.0,124500.0,93400.0,1500000.0,5,13166235.135135135,1
91,Comedy,GB,2006-05-30,$6.2K - $99.7K,$74.8K - $1.2M,B+,-28.0,87910,5652575,159,1314559707,-12,24928920,TomSka,6200.0,99700.0,74800.0,1200000.0,12,8267671.113207547,2
92,Comedy,RU,2016-04-28,$5.1K - $82.3K,$61.7K - $987.4K,B+,60.0,96877,1638386,134,359616424,49,20570010,OneTwo,5100.0,82300.0,61700.0,987400.0,2,2683704.656716418,0
93,Comedy,FR,2007-02-25,$7.6K - $120.9K,$90.7K - $1.5M,B+,10.0,96464,12780085,151,2106326529,149,30224100,Cyprien,7600.0,120900.0,90700.0,1500000.0,11,13949182.311258279,2
94,Comedy,BR,2011-04-08,$5.4K - $86K,$64.5K - $1M,B+,14.0,182015,17983845,204,1252527230,8,21491400,CanalCanalha,5400.0,86000.0,64500.0,1000000.0,7,6139839.362745098,1
95,Comedy,US,2014-09-08,$6.3K - $101K,$75.7K - $1.2M,B+,136.0,271911,1996881,164,156182908,18,25237830,Danny Gonzalez,6300.0,101000.0,75700.0,1200000.0,4,952334.8048780488,1
96,Comedy,VN,2015-12-21,$5.2K - $82.5K,$61.9K - $989.9K,B+,104.0,102771,1076081,321,240994884,69,20622300,SVM TV,5200.0,82500.0,61900.0,989900.0,3,750762.8785046729,0
97,Comedy,,2017-04-20,$6.3K - $100.9K,$75.7K - $1.2M,B+,7.0,32577,942715,498,348826104,12,25232250,Comment Awards,6300.0,100900.0,75700.0,1200000.0,1,700454.0240963856,0
98,Comedy,,2016-11-25,$4.7K - $74.9K,$56.2K - $899.2K,B+,-32.0,58917,574531,88,165914854,-29,18732900,Rajasthani Chamak Music,4700.0,74900.0,56200.0,899200.0,2,1885396.0681818181,0
99,Comedy,IN,2015-05-06,$4.3K - $69K,$51.8K - $828.3K,B+,31.0,236823,5147296,122,353654664,25,17256210,Harsh Beniwal,4300.0,69000.0,51800.0,828300.0,3,2898808.7213114756,0
100,Comedy,US,2012-08-18,$5.4K - $86.8K,$65.1K - $1M,B+,26.0,90960,7226474,255,1051458273,25,21689700,iDubbbzTV,5400.0,86800.0,65099.99999999999,1000000.0,6,4123365.776470588,1
101,Comedy,BR,2011-10-02,$6.4K - $102.2K,$76.7K - $1.2M,B+,-34.0,92809,3355938,334,512450797,-16,25554990,Toda Meiga,6400.0,102200.0,76700.0,1200000.0,7,1534283.8233532934,1
102,Comedy,US,2011-08-10,$7.1K - $114K,$85.5K - $1.4M,B+,-22.0,57681,6273901,750,1416735436,13,28492350,DOPE or NOPE,7100.0,114000.0,85500.0,1400000.0,7,1888980.5813333334,1
103,Comedy,IN,2016-08-16,$5K - $79.8K,$59.9K - $958K,B+,16.0,299861,853904,45,51554218,37,19959180,Karikku,5000.0,79800.0,59900.0,958000.0,2,1145649.288888889,0
104,Comedy,US,2007-10-09,$4.6K - $74K,$55.5K - $887.5K,B+,2.0,128742,169337,224,44518209,332,18490050,Ruby Blvd Entertainment,4600.0,74000.0,55500.0,887500.0,11,198742.0044642857,2
105,Comedy,IN,2013-09-26,$7.1K - $114.1K,$85.6K - $1.4M,B+,-51.0,88911,2369795,703,780065407,-38,28516770,SoSorry,7100.0,114100.0,85600.0,1400000.0,5,1109623.6230440966,1
106,Comedy,BR,2012-10-31,$7.9K - $126.3K,$94.7K - $1.5M,B+,29.0,297627,5813801,619,608491171,39,31577400,Muca Muriçoca,7900.0,126300.0,94700.0,1500000.0,6,983022.8933764136,1
107,Comedy,US,2008-12-04,$6K - $95.3K,$71.5K - $1.1M,B+,67.0,16726,2060581,910,1615052838,43,23834430,Studio C,6000.0,95300.0,71500.0,1100000.0,10,1774783.3384615385,2
108,Comedy,EG,2015-01-17,$5.2K - $83.1K,$62.3K - $997.3K,B+,71.0,44786,1044893,2325,798722176,96,20776800,ANP Egypt,5200.0,83100.0,62300.0,997300.0,4,343536.41978494625,1
109,Comedy,MX,2006-05-16,$7.1K - $113.2K,$84.9K - $1.4M,B+,19.0,70747,2742551,657,1578881935,21,28291560,El Chavo del 8,7100.0,113200.0,84900.0,1400000.0,12,2403168.8508371385,2
110,Comedy,BR,2014-08-27,$5K - $80.4K,$60.3K - $964.4K,B+,372.0,110420,601050,319,92831612,379,20091510,FelipePires,5000.0,80400.0,60300.0,964400.0,4,291008.18808777427,1
111,Comedy,BD,2011-10-26,$6.4K - $102K,$76.5K - $1.2M,B+,116.0,117401,954621,478,180840806,79,25500330,SM NEWS,6400.0,102000.0,76500.0,1200000.0,7,378328.0460251046,1
112,Comedy,US,2009-12-18,$4.6K - $73.6K,$55.2K - $882.6K,B+,275.0,106957,3081118,248,361129788,166,18387690,LOL Network,4600.0,73600.0,55200.0,882600.0,9,1456168.5,2
113,Comedy,US,2013-10-17,$7.7K - $123.3K,$92.5K - $1.5M,B+,243.0,81328,2245284,567,833624206,431,30834000,BGL,7700.0,123300.0,92500.0,1500000.0,5,1470236.6948853615,1
114,Comedy,CA,2016-08-16,$6.5K - $104.5K,$78.4K - $1.3M,B+,100.0,205182,2707195,142,256601847,122,26126520,JustDustin,6500.0,104500.0,78400.0,1300000.0,2,1807055.2605633803,0
115,Comedy,BR,2011-09-16,$167 - $2.7K,$2K - $32.2K,B+,-69.0,2517,436145,414,69547424,-115,669960,Pegadinhas.Silas,167.0,2700.0,2000.0,32200.000000000004,7,167988.94685990337,1
116,Comedy,KR,2016-07-05,$7.6K - $121.6K,$91.2K - $1.5M,B+,,0,2028,379,181181648,-5,30411000,짤킹,7600.0,121600.0,91200.0,1500000.0,2,478051.8416886543,0
117,Comedy,US,2010-08-12,$7.7K - $123.7K,$92.8K - $1.5M,B+,13.0,58380,1395390,4331,661793432,20,30930900,America's Funniest Home Videos,7700.0,123700.0,92800.0,1500000.0,8,152803.84022165783,1
118,Comedy,IN,2013-01-17,$8K - $127.6K,$95.7K - $1.5M,B+,4.0,131152,2215158,69,580747658,9,31890000,Sunny Kumar Rana,8000.0,127600.0,95700.0,1500000.0,6,8416632.724637682,1
119,Comedy,BR,2012-01-16,$8.3K - $133.1K,$99.8K - $1.6M,B+,8.0,221038,7162718,1131,986577154,11,33273300,T3ddy,8300.0,133100.0,99800.0,1600000.0,7,872305.1759504863,1
120,Comedy,,2016-07-27,$6.1K - $97.1K,$72.8K - $1.2M,B+,54.0,58877,1062030,402,350390210,76,24275520,مشاهير الانستقرام…,6100.0,97100.0,72800.0,1200000.0,2,871617.4378109453,0
121,Comedy,BR,2013-10-04,$0 - $0,$0 - $0,B+,4.0,499,462524,92,14738461,-4,-4469490,Rayane Costa,0.0,0.0,0.0,0.0,5,160200.66304347827,1
122,Comedy,FR,2012-05-18,$6K - $96K,$72K - $1.2M,B+,96.0,37736,507320,1104,294261247,99,23987700,Juste pour rire les gags,6000.0,96000.0,72000.0,1200000.0,6,266540.9846014493,1
123,Comedy,AQ,2013-03-18,$10.2K - $162.8K,$122.1K - $2M,B+,73.0,32907,2488896,322,887178316,57,40709400,桐崎栄二/きりざきえいじ,10200.0,162800.0,122100.0,2000000.0,5,2755212.1614906834,1
124,Comedy,DE,2013-12-09,$5.5K - $88.6K,$66.5K - $1.1M,B+,149.0,64886,383230,97,122462772,154,22157670,Mr Bean Deutschland,5500.0,88600.0,66500.0,1100000.0,5,1262502.8041237113,1
125,Comedy,KR,2015-06-10,$7.4K - $118K,$88.5K - $1.4M,B+,16.0,46083,772830,340,320382574,38,29498970,웃소 Wootso,7400.0,118000.0,88500.0,1400000.0,3,942301.6882352941,0
126,Comedy,US,2010-02-16,$6.3K - $100.5K,$75.4K - $1.2M,B+,-26.0,81104,19038344,434,2977884387,-9,0,JennaMarbles,6300.0,100500.0,75400.0,1200000.0,8,6861484.762672811,1
127,Comedy,GB,2011-09-21,$4.8K - $77K,$57.7K - $923.8K,B+,72.0,163022,891832,67,82199779,81,19245480,Kristen Hanby,4800.0,77000.0,57700.0,923800.0,7,1226862.3731343283,1
128,Comedy,IQ,2013-02-21,$7.3K - $117.3K,$87.9K - $1.4M,B+,54.0,129784,2286550,259,359520309,102,29314320,AM F للكوميديا والتحشيش…,7300.0,117300.0,87900.0,1400000.0,5,1388109.301158301,1
129,Comedy,IN,2016-12-24,$6.6K - $105.3K,$79K - $1.3M,B+,34.0,162166,2255357,83,271292658,-48,26317590,DSS Production,6600.0,105300.0,79000.0,1300000.0,2,3268586.2409638553,0
130,Comedy,NG,2013-06-29,$7.3K - $116.6K,$87.4K - $1.4M,B+,-2.0,149862,3466607,206,708045679,6,29147100,MarkAngelComedy,7300.0,116600.0,87400.0,1400000.0,5,3437114.9466019417,1
131,Comedy,VN,2015-03-18,$6.9K - $110K,$82.5K - $1.3M,B+,-3.0,37418,126453,35,86322883,426,27502710,7UP Vietnam,6900.0,110000.0,82500.0,1300000.0,3,2466368.0857142857,0
132,Comedy,US,2011-08-18,$12.2K - $194.8K,$146.1K - $2.3M,B+,46.0,295826,7666422,459,1116692291,47,48708900,dangmattsmith,12200.0,194800.0,146100.0,2300000.0,7,2432880.808278867,1
133,Comedy,US,2015-03-06,$2.9K - $45.8K,$34.4K - $550.2K,B+,39.0,31425,472729,27,132039353,236,11160102,BROMAS Y TOPS,2900.0,45800.0,34400.0,550200.0,3,4890346.407407408,0
134,Comedy,US,2015-07-23,$7K - $112.3K,$84.2K - $1.3M,B+,146.0,73596,307908,67,94241078,154,28066200,Great Vines,7000.0,112300.0,84200.0,1300000.0,3,1406583.2537313432,0
135,Comedy,IN,2015-09-16,$3.9K - $61.6K,$46.2K - $739.7K,B+,477.0,52399,269647,19,18237407,-114,15409830,Indian Crime Show,3900.0,61600.0,46200.0,739700.0,3,959863.5263157894,0
136,Comedy,US,2016-01-15,$4.3K - $68.3K,$51.2K - $819.6K,B+,-8.0,104141,1396180,602,630412483,-51,17075280,Phim Hài Hay - Phim Hài Việt,4300.0,68300.0,51200.0,819600.0,3,1047196.8156146179,0
137,Comedy,US,2008-11-02,$4.2K - $68K,$51K - $815.5K,B+,-145.0,-5925,1697902,632,231597046,688,16990380,Nextraker,4200.0,68000.0,51000.0,815500.0,10,366451.0221518987,2
138,Comedy,RU,2016-08-28,$7.3K - $116.6K,$87.5K - $1.4M,B+,73.0,126855,1658138,289,411112560,77,29150130,GAN_13_,7300.0,116600.0,87500.0,1400000.0,2,1422534.8096885814,0
139,Comedy,MX,2015-11-21,$10.2K - $162.9K,$122.2K - $2M,B+,21.0,384181,2357799,97,298160299,15,40729800,Daniel Saavedra,10200.0,162900.0,122200.0,2000000.0,3,3073817.5154639175,0
140,Comedy,AE,2014-04-24,$10.2K - $163.6K,$122.7K - $2M,B+,31.0,374297,10038974,398,1138416072,49,40898400,Noor Stars,10200.0,163600.0,122700.0,2000000.0,4,2860341.889447236,1
141,Comedy,US,2014-12-27,$9.4K - $149.9K,$112.4K - $1.8M,B+,7.0,109534,6397895,727,1252704819,-3,37462800,CJ SO COOL,9400.0,149900.0,112400.0,1800000.0,4,1723115.294360385,1
142,Comedy,CA,2010-10-29,$8.2K - $130.9K,$98.2K - $1.6M,B+,288.0,25573,14486573,769,2950986776,-13,32720400,IISuperwomanII,8200.0,130900.0,98200.0,1600000.0,8,3837434.0390117033,1
143,Comedy,IN,2009-07-06,$15.9K - $254.7K,$191K - $3.1M,B+,86.0,924787,10114280,122,858276809,71,63673200,ashish chanchlani vines,15900.0,254700.0,191000.0,3100000.0,9,7035055.81147541,2
144,Comedy,IQ,2013-02-23,$8.2K - $130.8K,$98.1K - $1.6M,B+,-23.0,302075,2270258,414,218266433,3,32694600,Ali Athab,8200.0,130800.00000000001,98100.0,1600000.0,5,527213.6062801932,1
145,Comedy,AL,2011-06-23,$10.4K - $167.1K,$125.3K - $2M,B+,23.0,24145,644873,78139,889639479,117,41773500,Top Channel Albania,10400.0,167100.0,125300.0,2000000.0,7,11385.345077362137,1
146,Comedy,IN,2016-12-25,$3.9K - $61.7K,$46.2K - $739.9K,B+,-5.0,139526,1277570,825,340066904,-61,15414180,Comedy No.1,3900.0,61700.0,46200.0,739900.0,2,412202.30787878786,0
147,Comedy,BR,2010-04-22,$10.4K - $166.2K,$124.7K - $2M,B+,18.0,111339,1193026,2389,463192711,32,41562000,FUCHTube,10400.0,166200.0,124700.0,2000000.0,8,193885.6052741733,1
148,Comedy,IN,2016-10-20,$11.4K - $183K,$137.2K - $2.2M,B+,-11.0,534628,5602551,50,421379669,9,45742800,Round2hell,11400.0,183000.0,137200.0,2200000.0,2,8427593.38,0
149,Comedy,US,2012-09-25,$9.5K - $152.8K,$114.6K - $1.8M,B+,1.0,-9965,10794265,305,1945667005,57,38197800,RiceGum,9500.0,152800.0,114600.0,1800000.0,6,6379236.081967213,1
150,Comedy,US,2013-05-10,$7.8K - $124.4K,$93.3K - $1.5M,B+,22.0,76301,2642417,2466,1067243417,109,31105200,Late Night with Seth Meyers,7800.0,124400.0,93300.0,1500000.0,5,432783.2185725872,1
151,Comedy,AL,2015-01-24,$7.9K - $126.6K,$95K - $1.5M,A-,-25.0,41777,1296765,256,373604017,-81,31653600,All Of Vines,7900.0,126600.0,95000.0,1500000.0,4,1459390.69140625,1
152,Comedy,IN,2012-04-14,$11.4K - $181.7K,$136.3K - $2.2M,A-,5.0,151034,1425078,11193,482398477,-3,45435600,SEPL VIDEO,11400.0,181700.0,136300.0,2200000.0,6,43098.22898239971,1
153,Comedy,CA,2014-03-08,$9.4K - $150K,$112.5K - $1.8M,A-,83.0,112700,840594,330,262886641,87,37502400,Dan and Riya,9400.0,150000.0,112500.0,1800000.0,4,796626.1848484848,1
154,Comedy,US,2011-07-05,$12.6K - $202K,$151.5K - $2.4M,A-,22.0,73883,14439396,718,5114058770,12,50502300,FailArmy,12600.0,202000.0,151500.0,2400000.0,7,7122644.526462396,1
155,Comedy,JP,2014-06-23,$10K - $159.6K,$119.7K - $1.9M,A-,27.0,66296,2000502,1099,990750686,7,39893400,東海オンエアの控え室,10000.0,159600.0,119700.0,1900000.0,4,901501.9890809827,1
156,Comedy,IN,2016-08-05,$8.7K - $138.8K,$104.1K - $1.7M,A-,19.0,211952,2497505,395,545852466,-21,34710000,Comedy Wale,8700.0,138800.0,104100.0,1700000.0,2,1381904.97721519,0
157,Comedy,BR,2016-02-20,$10.2K - $163K,$122.2K - $2M,A-,23.0,822118,2166284,158,97347663,57,40746900,Rodrigo F Gamer Respeita,10200.0,163000.0,122200.0,2000000.0,2,616124.4493670886,0
158,Comedy,VN,2015-12-25,$13K - $208.4K,$156.3K - $2.5M,A-,267.0,172919,2129793,282,1135533830,111,52111200,Phim Hài - Bình Minh Film,13000.0,208400.0,156300.0,2500000.0,3,4026715.709219858,0
159,Comedy,BR,2013-08-22,$12.3K - $197.5K,$148.1K - $2.4M,A-,25.0,240192,1948455,293,331412549,40,49365900,Dinah Moraes,12300.0,197500.0,148100.0,2400000.0,5,1131100.8498293515,1
160,Comedy,BR,2016-05-16,$9.5K - $152.3K,$114.2K - $1.8M,A-,105.0,250991,1128448,176,190400637,124,38081100,Brenda Bauer,9500.0,152300.0,114200.0,1800000.0,2,1081821.8011363635,0
161,Comedy,BR,2015-11-04,$11.9K - $190.3K,$142.8K - $2.3M,A-,-24.0,194700,2704810,1505,608971753,-29,47585100,Humor Multishow,11900.0,190300.0,142800.0,2300000.0,3,404632.39401993353,0
162,Comedy,BR,2014-02-11,$9.2K - $146.7K,$110.1K - $1.8M,A-,169.0,232606,7371245,452,965533896,107,36683700,Lucas Rangel,9200.0,146700.0,110100.0,1800000.0,4,2136136.9380530976,1
163,Comedy,US,2013-09-26,$11.5K - $184K,$138K - $2.2M,A-,27.0,203979,5566487,91,958680080,13,45999300,Hannah Stocking,11500.0,184000.0,138000.0,2200000.0,5,10534945.934065934,1
164,Comedy,US,2012-12-04,$0 - $0,$0 - $0,A-,22.0,115032,2618190,1790,1352597481,-220,-47772600,Kyoot,0.0,0.0,0.0,0.0,6,755641.0508379888,1
165,Comedy,TR,2015-06-19,$7.5K - $120.1K,$90.1K - $1.4M,A-,57.0,121012,1694158,130,495486023,46,30021000,Facia Üçlü,7500.0,120100.0,90100.0,1400000.0,3,3811430.946153846,0
166,Comedy,BR,2013-01-21,$14.8K - $236.7K,$177.5K - $2.8M,A-,110.0,1034779,34141942,358,2779130720,70,59180700,whinderssonnunes,14800.0,236700.0,177500.0,2800000.0,6,7762934.972067039,1
167,Comedy,US,2013-05-10,$11.3K - $181.1K,$135.8K - $2.2M,A-,51.0,108193,2829644,496,807754278,58,45268800,Funny Vines,11300.0,181100.0,135800.0,2200000.0,5,1628536.8508064516,1
168,Comedy,US,2006-10-09,$13.7K - $218.7K,$164K - $2.6M,A-,-168.0,24017,13281918,3304,6781290834,18,54670500,CollegeHumor,13700.0,218700.0,164000.0,2600000.0,12,2052448.7996368038,2
169,Comedy,ES,2012-02-23,$10.5K - $167.6K,$125.7K - $2M,A-,1.0,352100,3129267,518,400107992,19,41906400,CILIO,10500.0,167600.0,125700.0,2000000.0,6,772409.250965251,1
170,Comedy,,2011-01-24,$13.9K - $221.7K,$166.3K - $2.7M,A-,-1.0,325990,8425426,198,1307654532,-4,55423800,Kaykai Salaider,13900.0,221700.0,166300.0,2700000.0,8,6604315.818181818,1
171,Comedy,RU,2015-04-23,$21K - $336.1K,$252.1K - $4M,A-,-13.0,6905,262677,58,84452221,-195,84024900,CheGevarov,21000.0,336100.0,252100.0,4000000.0,3,1456072.7758620689,0
172,Comedy,,2016-08-25,$13.6K - $218.3K,$163.7K - $2.6M,A-,37.0,111104,1349941,374,938280972,15,54565500,Yong Ye,13600.0,218300.0,163700.0,2600000.0,2,2508772.6524064173,0
173,Comedy,US,2014-08-30,$18.2K - $291.1K,$218.3K - $3.5M,A-,-33.0,341510,10000428,107,1723061096,-29,72772800,TheOdd1sOut,18200.0,291100.0,218300.0,3500000.0,4,16103374.728971962,1
174,Comedy,RU,2005-11-26,$14.4K - $229.7K,$172.3K - $2.8M,A-,-1.0,58436,4124234,7493,3120261091,12,57425400,Официальный канал КВН,14400.0,229700.0,172300.0,2800000.0,13,416423.4740424396,2
175,Comedy,US,2011-11-20,$13.4K - $214K,$160.5K - $2.6M,A-,8.0,317397,6083382,533,1005985613,-8,53500200,Rebecca Zamolo,13400.0,214000.0,160500.0,2600000.0,7,1887402.6510318948,1
176,Comedy,RU,2015-01-22,$15.1K - $241.2K,$180.9K - $2.9M,A-,93.0,148022,1122544,6311,459325709,132,60289500,Россия 1,15100.0,241200.0,180900.0,2900000.0,4,72781.76342893361,1
177,Comedy,,2013-04-28,$14.8K - $237.4K,$178K - $2.8M,A-,26.0,226162,2168768,74,491580135,176,59340300,Canal Rodrigo Mota TV,14800.0,237400.0,178000.0,2800000.0,5,6642974.797297297,1
178,Comedy,GB,2016-02-05,$11.9K - $190.5K,$142.8K - $2.3M,A-,523.0,63389,88894,248,63697717,658,47612700,Darwin,11900.0,190500.0,142800.0,2300000.0,2,256845.63306451612,0
179,Comedy,IN,2015-09-04,$14.8K - $236.9K,$177.7K - $2.8M,A-,-5.0,245047,4195776,276,701794934,17,59225100,FilterCopy,14800.0,236900.0,177700.0,2800000.0,3,2542735.268115942,0
180,Comedy,IN,2016-04-12,$0 - $0,$0 - $0,A-,9.0,232365,3058800,456,651050723,-143,-26300850,Comedy Captain,0.0,0.0,0.0,0.0,2,1427742.8135964912,0
181,Comedy,TR,2011-06-02,$15.9K - $255.1K,$191.3K - $3.1M,A-,0.0,62992,1864003,5346,2163323296,7,63769800,Beşiktaş Kültür Merkezi (BKM),15900.0,255100.0,191300.0,3100000.0,7,404662.0456416012,1
182,Comedy,IT,2005-09-27,$15.5K - $247.6K,$185.7K - $3M,A-,-25.0,56437,2477619,14540,1550888905,6,61899900,Rai,15500.0,247600.0,185700.0,3000000.0,13,106663.61107290233,2
183,Comedy,US,2014-03-10,$25K - $400.2K,$300.1K - $4.8M,A-,71.0,865766,8970885,220,1216317274,82,100046400,Dolan Twins,25000.0,400200.0,300100.0,4800000.0,4,5528714.881818182,1
184,Comedy,US,2016-08-25,$14.8K - $236K,$177K - $2.8M,A-,69.0,176507,1808271,146,561820855,69,59004600,WigglePop,14800.0,236000.0,177000.0,2800000.0,2,3848088.0479452056,0
185,Comedy,US,2015-09-08,$15.9K - $253.8K,$190.3K - $3M,A,41.0,134453,5374625,474,1666817976,49,63442200,Team Edge,15900.0,253800.0,190300.0,3000000.0,3,3516493.620253165,0
186,Comedy,ES,2006-02-28,$21.4K - $342.7K,$257K - $4.1M,A,24.0,949647,13117208,370,1699108889,30,85664700,AuronPlay,21400.0,342700.0,257000.0,4099999.9999999995,12,4592186.186486486,2
187,Comedy,US,2013-01-28,$16.6K - $265.5K,$199.1K - $3.2M,A,-898.0,157426,165423,335,69022510,775,66377700,Ximo Pierto,16600.0,265500.0,199100.0,3200000.0,5,206037.3432835821,1
188,Comedy,BR,2014-09-15,$17.4K - $279.2K,$209.4K - $3.3M,A,3.0,183310,2529076,360,863208550,15,69788400,Na CorreRia,17400.0,279200.0,209400.0,3300000.0,4,2397801.527777778,1
189,Comedy,TR,2016-11-19,$27.5K - $440.2K,$330.2K - $5.3M,A,-15.0,586334,3441128,336,764838073,-6,110061000,Rahatlatıcı Videolar,27500.0,440200.0,330200.0,5300000.0,2,2276303.788690476,0
190,Comedy,US,2016-05-26,$15.9K - $254.9K,$191.2K - $3.1M,A,-4.0,146937,4307811,1237,1433620544,8,63724200,The Daily Show with Trevor Noah,15900.0,254900.0,191200.0,3100000.0,2,1158949.510105093,0
191,Comedy,GB,2006-01-04,$23.9K - $382.7K,$287K - $4.6M,A,35.0,476475,11551725,1414,4243685653,66,95670900,Mr Bean,23900.0,382700.0,287000.0,4600000.0,13,3001192.1166902403,2
192,Comedy,US,2005-09-22,$22.6K - $361.9K,$271.5K - $4.3M,A,61.0,448051,19974852,1718,4688962710,-4,90485100,shane,22600.0,361900.0,271500.0,4300000.0,13,2729314.7322467985,2
193,Comedy,US,2017-01-18,$19.3K - $309K,$231.7K - $3.7M,A,0.0,154586,1530708,1935,674172306,11,77242800,JRE Clips,19300.0,309000.0,231700.0,3700000.0,2,348409.46046511625,0
194,Comedy,MX,2012-04-15,$19.1K - $304.8K,$228.6K - $3.7M,A,-9.0,679685,21176253,587,2443725762,-10,76202700,Luisito Comunica,19100.0,304800.0,228600.0,3700000.0,6,4163076.255536627,1
195,Comedy,RU,2012-04-24,$772 - $12.3K,$9.3K - $148.1K,A,-71.0,2149,161197,464,48941944,46,3086370,Приколы Funny Show,772.0,12300.0,9300.0,148100.0,6,105478.3275862069,1
196,Comedy,FR,2011-01-09,$28.6K - $457.7K,$343.3K - $5.5M,A,39.0,236175,12350200,1279,5764832061,27,114428400,SQUEEZIE,28600.0,457700.0,343300.0,5500000.0,8,4507296.372947616,1
197,Comedy,ES,2017-10-01,$8.4K - $134.2K,$100.6K - $1.6M,A,216.0,215648,666600,11,93631325,-143,33543900,Cutefoodofficial,8400.0,134200.0,100600.0,1600000.0,1,8511938.636363637,0
198,Comedy,US,2015-09-19,$29.4K - $470.8K,$353.1K - $5.7M,A,-17.0,348788,13354803,106,2398967598,11,0,Lele Pons,29400.0,470800.0,353100.0,5700000.0,3,22631769.79245283,0
199,Comedy,IN,2018-01-15,$27K - $431.9K,$323.9K - $5.2M,A,-10.0,187242,1297189,263,567324379,9,107965500,JMMB Films,27000.0,431900.0,323900.0,5200000.0,1,2157126.91634981,0
200,Comedy,US,2010-07-04,$28.5K - $455.3K,$341.4K - $5.5M,A,14.0,313603,8571924,226,3880422533,16,113814000,Talking Tom,28500.0,455300.0,341400.0,5500000.0,8,17170011.207964603,1
201,Comedy,US,2005-11-19,$31.5K - $504.1K,$378.1K - $6M,A,59.0,145663,23991958,1032,8081977495,37,126016800,Smosh,31500.0,504100.0,378100.0,6000000.0,13,7831373.541666667,2
202,Comedy,IQ,2016-01-30,$36.2K - $579K,$434.2K - $6.9M,A,18.0,377845,5519338,917,1663498479,39,144749100,ولاية بطيخ | Melon City Show,36200.0,579000.0,434200.0,6900000.0,2,1814065.9531079608,0
203,Comedy,JP,2013-10-13,$35.2K - $563.3K,$422.4K - $6.8M,A,23.0,121986,4094269,1197,3284479594,2,0,東海オンエア,35200.0,563300.0,422400.0,6800000.0,5,2743926.1436925647,1
204,Comedy,IN,2017-03-20,$41.9K - $670.3K,$502.8K - $8M,A,31.0,604322,4809284,75,984810530,24,167583900,Jkk Entertainment,41900.0,670300.0,502800.0,8000000.0,1,13130807.066666666,0
205,Comedy,US,2006-01-08,$41.5K - $663.9K,$497.9K - $8M,A,17.0,345309,19654393,4923,10532801209,1,165973500,The Tonight Show Starring Jimmy Fallon,41500.0,663900.0,497900.0,8000000.0,13,2139508.675401178,2
206,Comedy,IN,2015-07-20,$59.7K - $955.1K,$716.3K - $11.5M,A,-21.0,641780,7833423,695,3246544161,-12,238773900,Dehati India N Masti,59700.0,955100.0,716300.0,11500000.0,3,4671286.5625899285,0
207,Comedy,US,2018-07-20,$59.9K - $958.3K,$718.7K - $11.5M,A,-2.0,446397,1915375,457,774280344,26,239570400,FV FAMILY,59900.0,958300.0,718700.0,11500000.0,0,1694267.7111597373,0
208,Comedy,PR,2014-02-14,$32.5K - $519.3K,$389.5K - $6.2M,A,20.0,413921,4469758,212,1324257295,32,129819000,DANIEL EL TRAVIESO VIDEOS,32500.0,519299.99999999994,389500.0,6200000.0,4,6246496.674528302,1
209,Comedy,US,2015-12-16,$9.1K - $145.3K,$109K - $1.7M,A,-10.0,44891,2632545,177,644312481,14,36317700,Life Awesome,9100.0,145300.0,109000.0,1700000.0,3,3640183.5084745763,0
210,Comedy,US,2010-04-29,$112.1K - $1.8M,$1.3M - $21.5M,A,-35.0,4057138,82511696,3727,20182250439,10,448542000,PewDiePie,112100.0,1800000.0,1300000.0,21500000.0,8,5415146.348001073,1
211,Education,AR,2006-07-27,$4K - $64.3K,$48.2K - $771.7K,B+,-79.0,23487,137610,163,57507148,-58,16076520,Panzay Crianza,4000.0,64300.0,48200.0,771700.0,12,352804.58895705524,2
212,Education,BD,2016-11-29,$4.2K - $66.8K,$50.1K - $801.5K,B+,-27.0,133311,1281128,793,139433546,-27,16697130,Taza News,4200.0,66800.0,50100.0,801500.0,2,175830.44892812107,0
213,Education,UA,2015-10-08,$3.9K - $62.1K,$46.5K - $744.8K,B+,-39.0,28792,781169,377,345587863,-22,15515670,iKnow Channel,3900.0,62100.0,46500.0,744800.0,3,916678.6816976127,0
